Deck A,Deck B,Different,Same,Jaccard,,
Eldrazi Aggro,Nic Fit,136.9333333,6.533333333,0.045539033,"{""source"": ""Eldrazi Aggro"", ""target"": ""Nic Fit"", ""value"":0.04553903345640694},","{""source"": ""Eldrazi Aggro"", ""target"": ""Nic Fit"", ""value"":0.0020738035681437507},"
Eldrazi Aggro,Painter,126,12,0.086956522,"{""source"": ""Eldrazi Aggro"", ""target"": ""Painter"", ""value"":0.08695652173913043},","{""source"": ""Eldrazi Aggro"", ""target"": ""Painter"", ""value"":0.007561436672967863},"
Eldrazi Aggro,Pikula,139.2,5.4,0.037344398,"{""source"": ""Eldrazi Aggro"", ""target"": ""Pikula"", ""value"":0.037344398340248976},","{""source"": ""Eldrazi Aggro"", ""target"": ""Pikula"", ""value"":0.0013946040873951905},"
Eldrazi Aggro,Reanimator,145.6333333,2.266666667,0.015325671,"{""source"": ""Eldrazi Aggro"", ""target"": ""Reanimator"", ""value"":0.015325670500338074},","{""source"": ""Eldrazi Aggro"", ""target"": ""Reanimator"", ""value"":0.0002348761762849327},"
Eldrazi Aggro,Slivers,130,10,0.071428571,"{""source"": ""Eldrazi Aggro"", ""target"": ""Slivers"", ""value"":0.07142857142857144},","{""source"": ""Eldrazi Aggro"", ""target"": ""Slivers"", ""value"":0.005102040816326532},"
Eldrazi Aggro,Sneak & Show,139.7692308,5.153846154,0.035562633,"{""source"": ""Eldrazi Aggro"", ""target"": ""Sneak & Show"", ""value"":0.035562632696734923},","{""source"": ""Eldrazi Aggro"", ""target"": ""Sneak & Show"", ""value"":0.00126470084432288},"
Eldrazi Aggro,Stoneblade,141.8,4.1,0.028101439,"{""source"": ""Eldrazi Aggro"", ""target"": ""Stoneblade"", ""value"":0.028101439342015092},","{""source"": ""Eldrazi Aggro"", ""target"": ""Stoneblade"", ""value"":0.0007896908930929537},"
Eldrazi Aggro,UR Delver,145,2.5,0.016949153,"{""source"": ""Eldrazi Aggro"", ""target"": ""UR Delver"", ""value"":0.01694915254237288},","{""source"": ""Eldrazi Aggro"", ""target"": ""UR Delver"", ""value"":0.0002872737719046251},"
Elves,Food Chain,128,11,0.079136691,"{""source"": ""Elves"", ""target"": ""Food Chain"", ""value"":0.07913669065467625},","{""source"": ""Elves"", ""target"": ""Food Chain"", ""value"":0.006262615807773924},"
Elves,Goblins,142,4,0.02739726,"{""source"": ""Elves"", ""target"": ""Goblins"", ""value"":0.027397260273784953},","{""source"": ""Elves"", ""target"": ""Goblins"", ""value"":0.0007506098705095151},"
Elves,Grixis Control,146,2,0.013513514,"{""source"": ""Elves"", ""target"": ""Grixis Control"", ""value"":0.013513513513422207},","{""source"": ""Elves"", ""target"": ""Grixis Control"", ""value"":0.0001826150474774446},"
Elves,Grixis Delver,142.5,3.75,0.025641026,"{""source"": ""Elves"", ""target"": ""Grixis Delver"", ""value"":0.02564102564085032},","{""source"": ""Elves"", ""target"": ""Grixis Delver"", ""value"":0.0006574621959147435},"
Elves,Humans,144.6666667,2.666666667,0.018099548,"{""source"": ""Elves"", ""target"": ""Humans"", ""value"":0.018099547513492763},","{""source"": ""Elves"", ""target"": ""Humans"", ""value"":0.00032759362019318207},"
Elves,Infect,123.1666667,13.66666667,0.099878197,"{""source"": ""Elves"", ""target"": ""Infect"", ""value"":0.09987819732229047},","{""source"": ""Elves"", ""target"": ""Infect"", ""value"":0.009975654300350393},"
Elves,Junk,119.3333333,15.33333333,0.113861386,"{""source"": ""Elves"", ""target"": ""Junk"", ""value"":0.11386138614328252},","{""source"": ""Elves"", ""target"": ""Junk"", ""value"":0.012964415254469688},"
Elves,Lands,134.047619,8.047619048,0.056635389,"{""source"": ""Elves"", ""target"": ""Lands"", ""value"":0.056635388741925106},","{""source"": ""Elves"", ""target"": ""Lands"", ""value"":0.003207567257948977},"
Elves,LOAM,119,15.66666667,0.116336634,"{""source"": ""Elves"", ""target"": ""LOAM"", ""value"":0.11633663367470712},","{""source"": ""Elves"", ""target"": ""LOAM"", ""value"":0.013534212334762999},"
Elves,Maverick,115.3333333,17.33333333,0.130653266,"{""source"": ""Elves"", ""target"": ""Maverick"", ""value"":0.13065326633177193},","{""source"": ""Elves"", ""target"": ""Maverick"", ""value"":0.01707027600316093},"
Elves,Merfolk,146.6666667,1.666666667,0.011235955,"{""source"": ""Elves"", ""target"": ""Merfolk"", ""value"":0.011235955058376467},","{""source"": ""Elves"", ""target"": ""Merfolk"", ""value"":0.00012624668607385574},"
Elves,MUD,146.6666667,1.666666667,0.011235955,"{""source"": ""Elves"", ""target"": ""MUD"", ""value"":0.011235955058376467},","{""source"": ""Elves"", ""target"": ""MUD"", ""value"":0.00012624668607385574},"
Elves,Nic Fit,106.6666667,21.66666667,0.168831169,"{""source"": ""Elves"", ""target"": ""Nic Fit"", ""value"":0.16883116883946692},","{""source"": ""Elves"", ""target"": ""Nic Fit"", ""value"":0.028503963571700586},"
Elves,Pikula,137.6666667,6.166666667,0.042873696,"{""source"": ""Elves"", ""target"": ""Pikula"", ""value"":0.04287369640999826},","{""source"": ""Elves"", ""target"": ""Pikula"", ""value"":0.0018381538438566978},"
Elves,Reanimator,142.8333333,3.666666667,0.025028441,"{""source"": ""Elves"", ""target"": ""Reanimator"", ""value"":0.02502844141279845},","{""source"": ""Elves"", ""target"": ""Reanimator"", ""value"":0.0006264228795538844},"
Elves,Slivers,138,6,0.041666667,"{""source"": ""Elves"", ""target"": ""Slivers"", ""value"":0.04166666666637732},","{""source"": ""Elves"", ""target"": ""Slivers"", ""value"":0.0017361111110869988},"
Elves,Sneak & Show,147,1.538461539,0.010357328,"{""source"": ""Elves"", ""target"": ""Sneak & Show"", ""value"":0.010357327812803498},","{""source"": ""Elves"", ""target"": ""Sneak & Show"", ""value"":0.00010727423942187289},"
Elves,Stoneblade,146.5333333,1.733333333,0.011690647,"{""source"": ""Elves"", ""target"": ""Stoneblade"", ""value"":0.011690647479661058},","{""source"": ""Elves"", ""target"": ""Stoneblade"", ""value"":0.00013667123849370544},"
Elves,Storm,136,7.000000001,0.048951049,"{""source"": ""Elves"", ""target"": ""Storm"", ""value"":0.04895104895906889},","{""source"": ""Elves"", ""target"": ""Storm"", ""value"":0.0023962051941931596},"
Elves,Zombie Bombardment,140,5,0.034482759,"{""source"": ""Elves"", ""target"": ""Zombie Bombardment"", ""value"":0.034482758620451845},","{""source"": ""Elves"", ""target"": ""Zombie Bombardment"", ""value"":0.0011890606420763461},"
Food Chain,Goblins,147,1.5,0.01010101,"{""source"": ""Food Chain"", ""target"": ""Goblins"", ""value"":0.010101010101010102},","{""source"": ""Food Chain"", ""target"": ""Goblins"", ""value"":0.0001020304050607081},"
Food Chain,Grixis Control,83,33.5,0.287553648,"{""source"": ""Food Chain"", ""target"": ""Grixis Control"", ""value"":0.2875536480686695},","{""source"": ""Food Chain"", ""target"": ""Grixis Control"", ""value"":0.08268710051760024},"
Food Chain,Grixis Delver,100.5,24.75,0.19760479,"{""source"": ""Food Chain"", ""target"": ""Grixis Delver"", ""value"":0.19760479041916168},","{""source"": ""Food Chain"", ""target"": ""Grixis Delver"", ""value"":0.039047653196600814},"
Food Chain,Humans,147,1.5,0.01010101,"{""source"": ""Food Chain"", ""target"": ""Humans"", ""value"":0.010101010101010102},","{""source"": ""Food Chain"", ""target"": ""Humans"", ""value"":0.0001020304050607081},"
Food Chain,Infect,96.5,27,0.218623482,"{""source"": ""Food Chain"", ""target"": ""Infect"", ""value"":0.21862348178137653},","{""source"": ""Food Chain"", ""target"": ""Infect"", ""value"":0.04779622678621188},"
Food Chain,Junk,120,15,0.111111111,"{""source"": ""Food Chain"", ""target"": ""Junk"", ""value"":0.1111111111111111},","{""source"": ""Food Chain"", ""target"": ""Junk"", ""value"":0.012345679012345678},"
Food Chain,Lands,143.5714286,3.285714286,0.022373541,"{""source"": ""Food Chain"", ""target"": ""Lands"", ""value"":0.02237354085784607},","{""source"": ""Food Chain"", ""target"": ""Lands"", ""value"":0.0005005753305177075},"
Food Chain,Legacy Landstill,117,16.5,0.123595506,"{""source"": ""Food Chain"", ""target"": ""Legacy Landstill"", ""value"":0.12359550561797752},","{""source"": ""Food Chain"", ""target"": ""Legacy Landstill"", ""value"":0.015275849008963513},"
Food Chain,LOAM,128.3333333,11,0.078947368,"{""source"": ""Food Chain"", ""target"": ""LOAM"", ""value"":0.07894736841406448},","{""source"": ""Food Chain"", ""target"": ""LOAM"", ""value"":0.006232686979506026},"
Food Chain,Maverick,137.6666667,6.166666666,0.042873696,"{""source"": ""Food Chain"", ""target"": ""Maverick"", ""value"":0.04287369640423809},","{""source"": ""Food Chain"", ""target"": ""Maverick"", ""value"":0.0018381538433627782},"
Food Chain,Merfolk,129,10.5,0.075268817,"{""source"": ""Food Chain"", ""target"": ""Merfolk"", ""value"":0.07526881720430108},","{""source"": ""Food Chain"", ""target"": ""Merfolk"", ""value"":0.00566539484333449},"
Food Chain,MUD,145,2.5,0.016949153,"{""source"": ""Food Chain"", ""target"": ""MUD"", ""value"":0.01694915254237288},","{""source"": ""Food Chain"", ""target"": ""MUD"", ""value"":0.0002872737719046251},"
Food Chain,Nic Fit,119.6666667,15.16666667,0.112484549,"{""source"": ""Food Chain"", ""target"": ""Nic Fit"", ""value"":0.11248454881613067},","{""source"": ""Food Chain"", ""target"": ""Nic Fit"", ""value"":0.012652773722368484},"
Food Chain,Painter,126,12,0.086956522,"{""source"": ""Food Chain"", ""target"": ""Painter"", ""value"":0.08695652173913043},","{""source"": ""Food Chain"", ""target"": ""Painter"", ""value"":0.007561436672967863},"
Food Chain,Pikula,128,11,0.079136691,"{""source"": ""Food Chain"", ""target"": ""Pikula"", ""value"":0.07913669064748201},","{""source"": ""Food Chain"", ""target"": ""Pikula"", ""value"":0.006262615806635266},"
Food Chain,Reanimator,131.1666667,9.5,0.067535545,"{""source"": ""Food Chain"", ""target"": ""Reanimator"", ""value"":0.06753554502353666},","{""source"": ""Food Chain"", ""target"": ""Reanimator"", ""value"":0.004561049841626147},"
Food Chain,Slivers,140,5,0.034482759,"{""source"": ""Food Chain"", ""target"": ""Slivers"", ""value"":0.034482758620689655},","{""source"": ""Food Chain"", ""target"": ""Slivers"", ""value"":0.0011890606420927466},"
Food Chain,Sneak & Show,112.3846154,18.84615385,0.143610785,"{""source"": ""Food Chain"", ""target"": ""Sneak & Show"", ""value"":0.1436107854670781},","{""source"": ""Food Chain"", ""target"": ""Sneak & Show"", ""value"":0.020624057702471128},"
Food Chain,Stoneblade,109,20.5,0.158301158,"{""source"": ""Food Chain"", ""target"": ""Stoneblade"", ""value"":0.15830115830115832},","{""source"": ""Food Chain"", ""target"": ""Stoneblade"", ""value"":0.025059256719488384},"
Food Chain,Storm,100.6666667,24.66666667,0.196808511,"{""source"": ""Food Chain"", ""target"": ""Storm"", ""value"":0.1968085106461917},","{""source"": ""Food Chain"", ""target"": ""Storm"", ""value"":0.03873358986277215},"
Food Chain,UR Delver,112,19,0.145038168,"{""source"": ""Food Chain"", ""target"": ""UR Delver"", ""value"":0.1450381679389313},","{""source"": ""Food Chain"", ""target"": ""UR Delver"", ""value"":0.021036070159081637},"
Food Chain,UWx Control,112.6875,18.6875,0.14224548,"{""source"": ""Food Chain"", ""target"": ""UWx Control"", ""value"":0.1422454804947669},","{""source"": ""Food Chain"", ""target"": ""UWx Control"", ""value"":0.020233776721187112},"
Food Chain,Zombie Bombardment,124,13,0.094890511,"{""source"": ""Food Chain"", ""target"": ""Zombie Bombardment"", ""value"":0.0948905109489051},","{""source"": ""Food Chain"", ""target"": ""Zombie Bombardment"", ""value"":0.00900420906814428},"
Goblins,Grixis Control,141,4.5,0.030927835,"{""source"": ""Goblins"", ""target"": ""Grixis Control"", ""value"":0.030927835051546393},","{""source"": ""Goblins"", ""target"": ""Grixis Control"", ""value"":0.0009565309809756616},"
Goblins,Grixis Delver,135,7.5,0.052631579,"{""source"": ""Goblins"", ""target"": ""Grixis Delver"", ""value"":0.05263157894736842},","{""source"": ""Goblins"", ""target"": ""Grixis Delver"", ""value"":0.0027700831024930744},"
Goblins,Humans,114,18,0.136363636,"{""source"": ""Goblins"", ""target"": ""Humans"", ""value"":0.13636363636363635},","{""source"": ""Goblins"", ""target"": ""Humans"", ""value"":0.018595041322314047},"
Goblins,Infect,145.5,2.5,0.016891892,"{""source"": ""Goblins"", ""target"": ""Infect"", ""value"":0.016891891891891893},","{""source"": ""Goblins"", ""target"": ""Infect"", ""value"":0.00028533601168736307},"
Goblins,Junk,137,6.5,0.045296167,"{""source"": ""Goblins"", ""target"": ""Junk"", ""value"":0.04529616724738676},","{""source"": ""Goblins"", ""target"": ""Junk"", ""value"":0.002051742767303233},"
Goblins,Lands,131,9.571428572,0.068089431,"{""source"": ""Goblins"", ""target"": ""Lands"", ""value"":0.06808943089809719},","{""source"": ""Goblins"", ""target"": ""Lands"", ""value"":0.004636170600026752},"
Goblins,Legacy Landstill,144,3,0.020408163,"{""source"": ""Goblins"", ""target"": ""Legacy Landstill"", ""value"":0.02040816326530612},","{""source"": ""Goblins"", ""target"": ""Legacy Landstill"", ""value"":0.00041649312786339016},"
Goblins,LOAM,130.3333333,10,0.071258907,"{""source"": ""Goblins"", ""target"": ""LOAM"", ""value"":0.07125890736409747},","{""source"": ""Goblins"", ""target"": ""LOAM"", ""value"":0.005077831878725025},"
Goblins,Maverick,129.6666667,10.16666667,0.072705602,"{""source"": ""Goblins"", ""target"": ""Maverick"", ""value"":0.07270560190399775},","{""source"": ""Goblins"", ""target"": ""Maverick"", ""value"":0.005286104548222601},"
Goblins,Merfolk,126,12,0.086956522,"{""source"": ""Goblins"", ""target"": ""Merfolk"", ""value"":0.08695652173913043},","{""source"": ""Goblins"", ""target"": ""Merfolk"", ""value"":0.007561436672967863},"
Goblins,MUD,130,10,0.071428571,"{""source"": ""Goblins"", ""target"": ""MUD"", ""value"":0.07142857142857142},","{""source"": ""Goblins"", ""target"": ""MUD"", ""value"":0.00510204081632653},"
Goblins,Nic Fit,138.6666667,5.666666667,0.03926097,"{""source"": ""Goblins"", ""target"": ""Nic Fit"", ""value"":0.039260969980665514},","{""source"": ""Goblins"", ""target"": ""Nic Fit"", ""value"":0.0015414237638227187},"
Goblins,Painter,146,2,0.013513514,"{""source"": ""Goblins"", ""target"": ""Painter"", ""value"":0.013513513513513514},","{""source"": ""Goblins"", ""target"": ""Painter"", ""value"":0.00018261504747991238},"
Goblins,Pikula,133,8.5,0.060070671,"{""source"": ""Goblins"", ""target"": ""Pikula"", ""value"":0.06007067137809187},","{""source"": ""Goblins"", ""target"": ""Pikula"", ""value"":0.0036084855598147057},"
Goblins,Reanimator,140.5,4.833333334,0.033256881,"{""source"": ""Goblins"", ""target"": ""Reanimator"", ""value"":0.0332568807386084},","{""source"": ""Goblins"", ""target"": ""Reanimator"", ""value"":0.0011060201164620224},"
Goblins,Slivers,124,13,0.094890511,"{""source"": ""Goblins"", ""target"": ""Slivers"", ""value"":0.0948905109489051},","{""source"": ""Goblins"", ""target"": ""Slivers"", ""value"":0.00900420906814428},"
Goblins,Sneak & Show,144.1538462,2.961538462,0.020130719,"{""source"": ""Goblins"", ""target"": ""Sneak & Show"", ""value"":0.020130718957027734},","{""source"": ""Goblins"", ""target"": ""Sneak & Show"", ""value"":0.00040524584572683577},"
Goblins,Stoneblade,139,5.5,0.038062284,"{""source"": ""Goblins"", ""target"": ""Stoneblade"", ""value"":0.038062283737024236},","{""source"": ""Goblins"", ""target"": ""Stoneblade"", ""value"":0.0014487374432777397},"
Goblins,Storm,147.3333333,1.333333333,0.00896861,"{""source"": ""Goblins"", ""target"": ""Storm"", ""value"":0.00896860986338957},","{""source"": ""Goblins"", ""target"": ""Storm"", ""value"":8.043596288168869e-05},"
Goblins,UR Delver,133.2,8.4,0.059322034,"{""source"": ""Goblins"", ""target"": ""UR Delver"", ""value"":0.059322033898305065},","{""source"": ""Goblins"", ""target"": ""UR Delver"", ""value"":0.0035191037058316553},"
Goblins,UWx Control,142.4375,3.8125,0.026068376,"{""source"": ""Goblins"", ""target"": ""UWx Control"", ""value"":0.02606837606837607},","{""source"": ""Goblins"", ""target"": ""UWx Control"", ""value"":0.0006795602308422822},"
Goblins,Zombie Bombardment,144,3,0.020408163,"{""source"": ""Goblins"", ""target"": ""Zombie Bombardment"", ""value"":0.02040816326530612},","{""source"": ""Goblins"", ""target"": ""Zombie Bombardment"", ""value"":0.00041649312786339016},"
Grixis Control,Grixis Delver,70,40,0.363636364,"{""source"": ""Grixis Control"", ""target"": ""Grixis Delver"", ""value"":0.36363636363636365},","{""source"": ""Grixis Control"", ""target"": ""Grixis Delver"", ""value"":0.1322314049586777},"
Grixis Control,Humans,145.25,2.375,0.016088061,"{""source"": ""Grixis Control"", ""target"": ""Humans"", ""value"":0.016088060965283656},","{""source"": ""Grixis Control"", ""target"": ""Humans"", ""value"":0.00025882570562268367},"
Grixis Control,Infect,115.25,17.625,0.132643462,"{""source"": ""Grixis Control"", ""target"": ""Infect"", ""value"":0.13264346190028223},","{""source"": ""Grixis Control"", ""target"": ""Infect"", ""value"":0.017594287984891623},"
Grixis Control,Junk,127.5,11.25,0.081081081,"{""source"": ""Grixis Control"", ""target"": ""Junk"", ""value"":0.08108108108108109},","{""source"": ""Grixis Control"", ""target"": ""Junk"", ""value"":0.006574141709276845},"
Grixis Control,Lands,147.5714286,1.285714287,0.008637236,"{""source"": ""Grixis Control"", ""target"": ""Lands"", ""value"":0.008637236093098499},","{""source"": ""Grixis Control"", ""target"": ""Lands"", ""value"":7.460184732792341e-05},"
Grixis Control,Legacy Landstill,98.25,25.875,0.208459215,"{""source"": ""Grixis Control"", ""target"": ""Legacy Landstill"", ""value"":0.2084592145015106},","{""source"": ""Grixis Control"", ""target"": ""Legacy Landstill"", ""value"":0.0434552441105868},"
Grixis Control,LOAM,143.3333333,3.499999999,0.023836549,"{""source"": ""Grixis Control"", ""target"": ""LOAM"", ""value"":0.023836549368953096},","{""source"": ""Grixis Control"", ""target"": ""LOAM"", ""value"":0.0005681810858185382},"
Grixis Control,Maverick,146.6666667,1.666666666,0.011235955,"{""source"": ""Grixis Control"", ""target"": ""Maverick"", ""value"":0.011235955051937887},","{""source"": ""Grixis Control"", ""target"": ""Maverick"", ""value"":0.00012624668592916852},"
