0,1,2,3,4,,,,,,,,
UWx Control,Zombie Bombardment,185.31,6.95,0.036148965,2.711172371,0.009037241,"{""source"": ""UWx Control"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""UWx Control"", ""target"": ""Zombie Bombardment"", ""value"": 0.00903724125},"
Slivers,UWx Control,186.71,7,0.036136493,2.710236952,0.009034123,"{""source"": ""Slivers"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Slivers"", ""target"": ""UWx Control"", ""value"": 0.00903412325},"
Merfolk,Storm,174.7,6.5,0.035871965,2.690397351,0.008967991,"{""source"": ""Merfolk"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Merfolk"", ""target"": ""Storm"", ""value"": 0.00896799125},"
Nic Fit,Slivers,175.23,6.5,0.035767347,2.682551037,0.008941837,"{""source"": ""Nic Fit"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Nic Fit"", ""target"": ""Slivers"", ""value"": 0.00894183675},"
Dark Depths,UWx Control,224.81,8.29,0.035564136,2.667310167,0.008891034,"{""source"": ""Dark Depths"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""UWx Control"", ""value"": 0.008891034},"
Humans,Lands,162.78,6,0.035549236,2.666192677,0.008887309,"{""source"": ""Humans"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""Lands"", ""value"": 0.008887309},"
Doomsday,Merfolk,144.67,5.33,0.035533333,2.665,0.008883333,"{""source"": ""Doomsday"", ""target"": ""Merfolk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Merfolk"", ""value"": 0.00888333325},"
Antiquities War,LOAM,163,6,0.035502959,2.662721893,0.00887574,"{""source"": ""Antiquities War"", ""target"": ""LOAM"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""LOAM"", ""value"": 0.00887573975},"
Goblins,Legacy Landstill,163,6,0.035502959,2.662721893,0.00887574,"{""source"": ""Goblins"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""Legacy Landstill"", ""value"": 0.00887573975},"
Eldrazi Aggro,Elves,204.3,7.5,0.035410765,2.655807365,0.008852691,"{""source"": ""Eldrazi Aggro"", ""target"": ""Elves"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Elves"", ""value"": 0.00885269125},"
Death's Shadow,Elves,200.16,7.34,0.035373494,2.653012048,0.008843374,"{""source"": ""Death's Shadow"", ""target"": ""Elves"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Elves"", ""value"": 0.0088433735},"
Painter,Slivers,137.5,5,0.035087719,2.631578947,0.00877193,"{""source"": ""Painter"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Painter"", ""target"": ""Slivers"", ""value"": 0.00877192975},"
Dredge,Storm,206.87,7.5,0.034986239,2.623967906,0.00874656,"{""source"": ""Dredge"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Storm"", ""value"": 0.00874655975},"
Bomberman,Junk,138.5,5,0.034843206,2.613240418,0.008710802,"{""source"": ""Bomberman"", ""target"": ""Junk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Junk"", ""value"": 0.0087108015},"
Doomsday,Junk,138.5,5,0.034843206,2.613240418,0.008710802,"{""source"": ""Doomsday"", ""target"": ""Junk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Junk"", ""value"": 0.0087108015},"
Legacy Landstill,Slivers,138.5,5,0.034843206,2.613240418,0.008710802,"{""source"": ""Legacy Landstill"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Legacy Landstill"", ""target"": ""Slivers"", ""value"": 0.0087108015},"
Canadian Threshold,Death and taxes,237.68,8.56,0.034762833,2.607212476,0.008690708,"{""source"": ""Canadian Threshold"", ""target"": ""Death and taxes"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Death and taxes"", ""value"": 0.00869070825},"
Lands,MUD,180.62,6.5,0.034737067,2.605280034,0.008684267,"{""source"": ""Lands"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""MUD"", ""value"": 0.00868426675},"
Lands,Storm,195.15,7,0.034627752,2.597081375,0.008656938,"{""source"": ""Lands"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""Storm"", ""value"": 0.008656938},"
Infect,Slivers,168.17,6,0.034449101,2.583682609,0.008612275,"{""source"": ""Infect"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""Slivers"", ""value"": 0.00861227525},"
Eldrazi Aggro,Stoneblade,223.36,7.93,0.034285961,2.571447101,0.00857149,"{""source"": ""Eldrazi Aggro"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Stoneblade"", ""value"": 0.00857149025},"
4-c Control,Death and taxes,213.89,7.56,0.034138632,2.560397381,0.008534658,"{""source"": ""4-c Control"", ""target"": ""Death and taxes"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Death and taxes"", ""value"": 0.008534658},"
Eldrazi Aggro,Pikula,198.3,7,0.034096444,2.557233317,0.008524111,"{""source"": ""Eldrazi Aggro"", ""target"": ""Pikula"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Pikula"", ""value"": 0.008524111},"
Cloudpost Ramp,Junk,185.15,6.5,0.033915993,2.543699452,0.008478998,"{""source"": ""Cloudpost Ramp"", ""target"": ""Junk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Junk"", ""value"": 0.00847899825},"
Affinity,Burn,166.09,5.8,0.03374251,2.530688231,0.008435628,"{""source"": ""Affinity"", ""target"": ""Burn"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Burn"", ""value"": 0.0084356275},"
Antiquities War,UR Delver,171.82,6,0.033741986,2.530648971,0.008435497,"{""source"": ""Antiquities War"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""UR Delver"", ""value"": 0.0084354965},"
Cloudpost Ramp,Infect,214.82,7.5,0.033735157,2.53013674,0.008433789,"{""source"": ""Cloudpost Ramp"", ""target"": ""Infect"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Infect"", ""value"": 0.00843378925},"
Death and taxes,Reanimator,275.92,9.56,0.03348746,2.511559479,0.008371865,"{""source"": ""Death and taxes"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Reanimator"", ""value"": 0.008371865},"
Affinity,Merfolk,144.33,5,0.03348289,2.511216768,0.008370723,"{""source"": ""Affinity"", ""target"": ""Merfolk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Merfolk"", ""value"": 0.0083707225},"
Doomsday,Elves,164.16,5.67,0.033386328,2.503974563,0.008346582,"{""source"": ""Doomsday"", ""target"": ""Elves"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Elves"", ""value"": 0.008346582},"
Cloudpost Ramp,Sneak & Show,256.62,8.86,0.033373512,2.50301341,0.008343378,"{""source"": ""Cloudpost Ramp"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Sneak & Show"", ""value"": 0.008343378},"
4-c Control,Slivers,144.83,5,0.033371154,2.502836548,0.008342789,"{""source"": ""4-c Control"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Slivers"", ""value"": 0.0083427885},"
Burn,Nic Fit,202.92,7,0.033346037,2.500952744,0.008336509,"{""source"": ""Burn"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Nic Fit"", ""value"": 0.00833650925},"
Arclight Phoenix,Elves,250.63,8.64,0.033324334,2.499325028,0.008331084,"{""source"": ""Arclight Phoenix"", ""target"": ""Elves"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Elves"", ""value"": 0.0083310835},"
Death's Shadow,Eldrazi Aggro,218.14,7.5,0.033238787,2.492909059,0.008309697,"{""source"": ""Death's Shadow"", ""target"": ""Eldrazi Aggro"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Eldrazi Aggro"", ""value"": 0.00830969675},"
Burn,UWx Control,214.66,7.37,0.033193713,2.489528442,0.008298428,"{""source"": ""Burn"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""UWx Control"", ""value"": 0.00829842825},"
Dredge,Painter,175,6,0.033149171,2.486187845,0.008287293,"{""source"": ""Dredge"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Painter"", ""value"": 0.00828729275},"
Affinity,Nic Fit,175.23,6,0.033107101,2.48303261,0.008276775,"{""source"": ""Affinity"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Nic Fit"", ""value"": 0.00827677525},"
Belcher,Dredge,175.5,6,0.033057851,2.479338843,0.008264463,"{""source"": ""Belcher"", ""target"": ""Dredge"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Dredge"", ""value"": 0.00826446275},"
Elves,Reanimator,230.62,7.87,0.032999287,2.474946539,0.008249822,"{""source"": ""Elves"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Reanimator"", ""value"": 0.00824982175},"
Affinity,Dredge,176.5,6,0.032876712,2.465753425,0.008219178,"{""source"": ""Affinity"", ""target"": ""Dredge"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Dredge"", ""value"": 0.008219178},"
Cloudpost Ramp,Merfolk,191.98,6.5,0.032748892,2.456166868,0.008187223,"{""source"": ""Cloudpost Ramp"", ""target"": ""Merfolk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Merfolk"", ""value"": 0.008187223},"
Elves,Humans,162.5,5.5,0.032738095,2.455357143,0.008184524,"{""source"": ""Elves"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Humans"", ""value"": 0.00818452375},"
Bomberman,Dredge,177.5,6,0.032697548,2.452316076,0.008174387,"{""source"": ""Bomberman"", ""target"": ""Dredge"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Dredge"", ""value"": 0.008174387},"
Doomsday,Dredge,177.5,6,0.032697548,2.452316076,0.008174387,"{""source"": ""Doomsday"", ""target"": ""Dredge"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Dredge"", ""value"": 0.008174387},"
Death and taxes,Painter,207.68,7,0.03260667,2.445500279,0.008151668,"{""source"": ""Death and taxes"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Painter"", ""value"": 0.0081516675},"
Antiquities War,Infect,168.83,5.67,0.032492837,2.436962751,0.008123209,"{""source"": ""Antiquities War"", ""target"": ""Infect"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Infect"", ""value"": 0.00812320925},"
Food Chain,Slivers,149,5,0.032467532,2.435064935,0.008116883,"{""source"": ""Food Chain"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""Slivers"", ""value"": 0.008116883},"
Burn,Stoneblade,210.11,7,0.032241721,2.418129059,0.00806043,"{""source"": ""Burn"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Stoneblade"", ""value"": 0.00806043025},"
Eldrazi Aggro,Junk,180.3,6,0.032206119,2.415458937,0.00805153,"{""source"": ""Eldrazi Aggro"", ""target"": ""Junk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Junk"", ""value"": 0.00805152975},"
Burn,Zombie Bombardment,166.19,5.5,0.032034481,2.402586056,0.00800862,"{""source"": ""Burn"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Zombie Bombardment"", ""value"": 0.00800862025},"
Canadian Threshold,Zombie Bombardment,168.12,5.5,0.031678378,2.375878355,0.007919595,"{""source"": ""Canadian Threshold"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Zombie Bombardment"", ""value"": 0.0079195945},"
Dragon Stompy,Storm,183.5,6,0.031662269,2.374670185,0.007915567,"{""source"": ""Dragon Stompy"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Storm"", ""value"": 0.00791556725},"
LOAM,Merfolk,169.33,5.5,0.031459132,2.35943488,0.007864783,"{""source"": ""LOAM"", ""target"": ""Merfolk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""LOAM"", ""target"": ""Merfolk"", ""value"": 0.007864783},"
Antiquities War,Canadian Threshold,169.62,5.5,0.031407035,2.355527638,0.007851759,"{""source"": ""Antiquities War"", ""target"": ""Canadian Threshold"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Canadian Threshold"", ""value"": 0.00785175875},"
Burn,Pikula,185.19,6,0.031382394,2.353679586,0.007845599,"{""source"": ""Burn"", ""target"": ""Pikula"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Pikula"", ""value"": 0.0078455985},"
Affinity,Storm,170.37,5.5,0.031273099,2.345482459,0.007818275,"{""source"": ""Affinity"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Storm"", ""value"": 0.00781827475},"
Affinity,Dark Depths,178.18,5.75,0.031261893,2.344641983,0.007815473,"{""source"": ""Affinity"", ""target"": ""Dark Depths"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Dark Depths"", ""value"": 0.00781547325},"
Belcher,Sneak & Show,209.29,6.7,0.031019955,2.326496597,0.007754989,"{""source"": ""Belcher"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Sneak & Show"", ""value"": 0.00775498875},"
Cloudpost Ramp,Slivers,187.65,6,0.030983734,2.323780015,0.007745934,"{""source"": ""Cloudpost Ramp"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Slivers"", ""value"": 0.0077459335},"
Dredge,Eldrazi Aggro,219.3,7,0.030932391,2.319929297,0.007733098,"{""source"": ""Dredge"", ""target"": ""Eldrazi Aggro"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Eldrazi Aggro"", ""value"": 0.00773309775},"
Maverick,Slivers,157.5,5,0.030769231,2.307692308,0.007692308,"{""source"": ""Maverick"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Maverick"", ""target"": ""Slivers"", ""value"": 0.00769230775},"
Burn,MUD,183.93,5.8,0.030569757,2.292731777,0.007642439,"{""source"": ""Burn"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""MUD"", ""value"": 0.00764243925},"
